trip_id,trip_datetime,driver_id,vehicle_id,pickup_zone,dropoff_zone,distance_km,duration_min,fare_eur,payment
T11003177,2025-02-22 01:59:00,DR-1052,VH-018,East,North,6.31,27.8,"18,44",CASH
T11003178,2025-05-08 08:16:00,DR-1010,VH-028,Centre,Airport,6.98,19.4,"16,86",wallet
T11003179,2025-05-01 23:08:00,DR-1051,VH-012,Port,Port,1.63,8.9,"7,77",cash
T11003180,2025-03-22 04:41:00,DR-1031,VH-038,East,Centre,4.02,19.9,"13,60",CASH
T11003181,2025-01-17 07:38:00,DR-1044,VH-014,Centre,Port,2.34,10.0,"8,89",CASH
T11003182,2025-02-10 00:55:00,DR-1044,VH-040,Airport,West,4.3,15.1,"12,57",wallet
T11003183,2025-03-29 15:44:00,DR-1023,VH-040,Port,Suburbs,16.71,72.6,"42,94",cash
T11003184,2025-03-18 06:42:00,DR-1019,VH-009,Suburbs,West,3.28,15.3,"11,46",wallet
T11003185,2025-02-04 17:57:00,DR-1023,VH-023,East,East,8.76,28.6,"21,48",cash
T11003186,2025-05-06 04:35:00,DR-1004,VH-015,Suburbs,Airport,4.84,22.3,"15,21",card
T11003187,2025-04-16 03:27:00,DR-1018,VH-015,North,West,4.25,17.4,"13,16",wallet
T11003188,2025-06-20 21:29:00,DR-1056,VH-006,East,West,5.02,15.9,"13,62",Card
T11003189,2025-04-25 00:28:00,DR-1056,VH-038,Port,West,3.93,20.1,"13,55",CASH
T11003190,2025-03-05 06:57:00,DR-1010,VH-035,West,West,3.84,16.4,"12,41",Card
T11003191,2025-06-01 00:18:00,DR-1009,VH-013,Centre,North,6.34,16.9,"15,42",wallet
T11003192,2025-02-14 19:11:00,DR-1048,VH-005,Centre,Suburbs,11.24,44.4,"28,76",card
T11003193,2025-05-07 00:33:00,DR-1044,VH-029,Port,Port,19.86,53.5,"41,22",card
T11003194,2025-01-09 23:05:00,DR-1001,VH-010,East,West,6.95,22.2,"17,61",card
T11003195,2025-04-27 21:35:00,DR-1011,VH-020,East,Centre,7.17,32.6,"20,77",card
T11003196,2025-05-16 16:10:00,DR-1040,VH-008,East,Centre,1.84,9.5,"8,18",card
T11003197,2025-01-31 18:26:00,DR-1033,VH-004,Airport,West,5.38,30.1,"18,02",Card
T11003198,2025-01-03 00:51:00,DR-1023,VH-042,East,West,6.59,32.3,"20,02",card
T11003199,2025-01-25 17:02:00,DR-1024,VH-011,North,Suburbs,5.13,21.1,"15,21",card
T11003200,2025-02-24 13:59:00,DR-1024,VH-042,East,West,2.98,12.8,"10,41",cash
T11003201,2025-02-28 18:10:00,DR-1064,VH-012,West,Centre,3.66,15.8,"12,03",CASH
T11003202,2025-02-08 09:40:00,DR-1061,VH-035,Suburbs,Port,3.31,10.0,"10,01",card
T11003203,2025-06-21 18:03:00,DR-1059,VH-016,Suburbs,Centre,13.24,56.5,"34,45",CASH
T11003204,2025-03-27 02:13:00,DR-1048,VH-024,West,Centre,7.58,24.2,"18,89",CASH
T11003205,2025-06-08 00:13:00,DR-1067,VH-012,Port,East,1.44,7.6,"7,18",wallet
T11003206,2025-06-29 15:28:00,DR-1027,VH-042,Centre,North,3.14,12.9,"10,62",wallet
T11003207,2025-01-16 11:02:00,DR-1012,VH-011,East,Centre,2.82,16.1,"11,15",CASH
T11003208,2025-02-22 14:39:00,DR-1057,VH-032,West,Suburbs,2.6,15.3,"10,67",CASH
T11003209,2025-05-15 13:12:00,DR-1006,VH-023,Airport,Centre,9.88,38.4,"25,51",card
T11003210,2025-04-21 11:59:00,DR-1051,VH-004,Centre,East,1.31,9.5,"7,57",CASH
T11003211,2025-01-29 13:49:00,DR-1009,VH-016,Airport,North,4.84,17.0,"13,73",card
T11003212,2025-04-08 03:26:00,DR-1037,VH-002,North,West,2.94,16.7,"11,46",CASH
T11003213,2025-04-12 14:56:00,DR-1012,VH-006,Airport,Centre,2.48,10.7,"9,25",cash
T11003214,2025-03-25 05:36:00,DR-1016,VH-018,Airport,North,3.95,22.7,"14,30",wallet
T11003215,2025-05-12 11:29:00,DR-1051,VH-035,West,Port,7.24,22.3,"17,97",CASH
T11003216,2025-03-09 20:13:00,DR-1002,VH-021,Centre,North,6.66,28.3,"18,98",cash
T11003217,2025-06-06 05:29:00,DR-1023,VH-018,West,East,4.68,16.8,"13,49",CASH
T11003218,2025-06-22 11:54:00,DR-1055,VH-032,Port,North,8.87,27.3,"21,24",card
T11003219,2025-05-20 01:42:00,DR-1016,VH-003,Airport,Airport,2.82,12.5,"10,14",CASH
T11003220,2025-01-15 07:04:00,DR-1036,VH-029,Port,West,9.6,31.6,"23,29",wallet
T11003221,2025-06-20 03:30:00,DR-1020,VH-022,Port,Airport,5.65,25.3,"16,98",card
T11003222,2025-06-25 05:41:00,DR-1040,VH-014,Airport,North,2.67,15.7,"10,87",CASH
T11003223,2025-03-13 09:24:00,DR-1061,VH-039,North,North,2.75,16.2,"11,10",cash
T11003224,2025-02-20 11:07:00,DR-1005,VH-035,Airport,West,4.11,18.8,"13,39",card
T11003225,2025-03-04 20:27:00,DR-1007,VH-009,Port,North,10.47,38.0,"26,08",cash
T11003226,2025-05-07 23:20:00,DR-1025,VH-037,Airport,,1.94,7.3,"7,68",card
T11003227,2025-06-29 10:15:00,DR-1013,VH-019,Centre,West,1.64,8.1,"7,55",CASH
T11003228,2025-04-18 07:35:00,DR-1031,VH-003,Airport,Port,5.91,24.5,"17,06",wallet
T11003229,2025-03-10 06:13:00,DR-1031,VH-038,North,North,9.32,34.3,"23,72",CASH
T11003230,2025-04-06 05:21:00,DR-1017,VH-025,East,Port,4.63,20.1,"14,35",wallet
T11003231,2025-03-29 06:25:00,DR-1037,VH-010,Suburbs,West,2.71,12.0,"9,88",cash
T11003232,2025-02-02 01:06:00,DR-1009,VH-018,Port,Airport,13.27,59.3,"35,26",CASH
T11003233,2025-04-05 11:28:00,DR-1004,VH-036,East,West,10.04,30.8,"23,57",CASH
T11003234,2025-03-06 22:34:00,DR-1022,VH-010,Suburbs,West,8.5,32.5,"22,28",wallet
T11003235,2025-06-04 02:38:00,DR-1002,VH-038,Suburbs,North,9.61,41.4,"26,04",CASH
T11003236,2025-02-02 12:01:00,DR-1049,VH-023,East,West,9.02,29.8,"22,12",card
T11003237,2025-01-21 21:38:00,DR-1011,VH-022,Centre,Suburbs,2.47,12.0,"9,60",Card
T11003238,2025-05-11 22:38:00,DR-1042,VH-013,Port,Suburbs,4.76,20.4,"14,59",Card
T11003239,2025-06-24 13:55:00,DR-1052,VH-032,Centre,North,1.47,7.4,"7,16",wallet
T11003240,2025-04-23 17:28:00,DR-1048,VH-012,Port,North,3.35,15.5,"11,59",cash
T11003241,2025-03-04 14:10:00,DR-1048,VH-038,Port,North,11.09,50.2,"30,21",Card
T11003242,2025-03-25 05:06:00,DR-1023,VH-042,Centre,Centre,10.32,40.0,"26,47",CASH
T11003243,2025-03-13 17:06:00,DR-1028,VH-012,West,Port,2.57,13.4,"10,11",CASH
T11003244,2025-05-25 07:32:00,DR-1039,VH-037,Centre,North,9.43,41.0,"25,72",card
T11003245,2025-06-25 20:44:00,DR-1068,VH-009,Suburbs,Port,3.26,9.7,"9,86",cash
T11003246,2025-05-11 16:33:00,DR-1004,VH-030,East,West,12.99,57.0,"34,30",cash
T11003247,2025-01-29 21:30:00,DR-1058,VH-039,Centre,North,8.02,37.9,"23,24",Card
T11003248,2025-04-24 11:40:00,DR-1066,VH-008,Centre,Airport,6.44,23.1,"17,27",cash
T11003249,2025-06-17 20:40:00,DR-1006,VH-029,Centre,West,3.99,22.9,"14,40",CASH
T11003250,2025-06-23 07:35:00,DR-1063,VH-039,North,Port,1.38,9.5,"7,65",cash
T11003251,2025-02-16 22:06:00,DR-1050,VH-023,North,North,3.33,13.7,"11,07",cash
T11003252,2025-01-22 11:01:00,DR-1044,VH-006,Centre,Centre,5.41,20.2,"15,28",cash
T11003253,2025-04-24 12:23:00,DR-1062,VH-008,Airport,East,2.44,10.9,"9,26",card
T11003254,2025-05-22 22:42:00,DR-1033,VH-006,East,Airport,5.53,25.7,"16,96",wallet
T11003255,2025-05-17 21:32:00,DR-1004,VH-013,Centre,East,9.99,30.2,"23,34",Card
T11003256,2025-04-17 09:58:00,DR-1009,VH-032,East,Airport,0.92,8.6,"6,87",Card
T11003257,2025-04-29 02:41:00,DR-1048,VH-032,West,Suburbs,3.83,13.6,"11,61",card
T11003258,2025-05-17 17:25:00,DR-1017,VH-022,Airport,West,4.23,15.8,"12,69",CASH
T11003259,2025-02-26 04:24:00,DR-1012,VH-034,Suburbs,Centre,4.59,22.8,"15,06",Card
T11003260,2025-02-25 05:13:00,DR-1038,VH-038,Centre,Centre,2.85,12.5,"10,18",CASH
T11003261,2025-01-25 03:18:00,DR-1029,VH-024,Airport,Centre,7.51,36.4,"22,23",card
T11003262,2025-06-14 06:51:00,DR-1002,VH-014,Centre,Airport,13.98,60.4,"36,39",CASH
T11003263,2025-02-21 10:28:00,DR-1001,VH-008,Airport,Centre,4.34,18.8,"13,66",Card
T11003264,2025-05-07 09:57:00,DR-1063,VH-023,Suburbs,Port,3.4,11.5,"10,53",Card
T11003265,2025-05-13 22:15:00,DR-1045,VH-041,Port,East,10.75,34.8,"25,51",CASH
T11003266,2025-03-31 17:24:00,DR-1028,VH-038,Suburbs,Centre,19.03,67.1,"44,07",card
T11003267,2025-06-11 16:29:00,DR-1050,VH-041,Suburbs,Port,11.09,37.6,"26,68",wallet
T11003268,2025-03-20 19:58:00,DR-1019,VH-013,Airport,Suburbs,12.55,40.8,"29,26",cash
T11003269,2025-01-15 04:15:00,DR-1058,VH-027,Centre,Centre,5.47,24.0,"16,41",cash
T11003270,2025-02-04 02:24:00,DR-1055,VH-017,Suburbs,East,7.38,32.9,"21,10",card
T11003271,2025-03-31 12:22:00,DR-1014,VH-030,Centre,West,21.7,90.2,"53,61",wallet
T11003272,2025-03-26 11:42:00,DR-1043,VH-003,Centre,Airport,4.2,14.9,"12,40",Card
T11003273,2025-02-11 16:02:00,DR-1008,VH-014,Suburbs,West,1.45,12.1,"8,46",Card
T11003274,2025-04-15 18:26:00,DR-1036,VH-011,East,Centre,3.34,19.5,"12,70",card
T11003275,2025-06-19 00:11:00,DR-1036,VH-034,North,Suburbs,1.69,11.8,"8,65",card
T11003276,2025-05-23 17:26:00,DR-1050,VH-006,North,Port,8.81,28.9,"21,62",Card
T11003277,2025-03-05 05:44:00,DR-1040,VH-018,Suburbs,West,3.4,17.1,"12,10",cash
T11003278,2025-05-03 14:31:00,DR-1061,VH-001,Port,Port,3.7,12.8,"11,24",CASH
T11003279,2025-05-17 14:59:00,DR-1005,VH-026,East,Centre,8.05,40.0,"23,86",Card
T11003280,2025-01-06 06:15:00,DR-1030,VH-011,North,East,4.36,22.4,"14,69",card
T11003281,2025-06-09 08:12:00,DR-1033,VH-041,North,Centre,1.74,10.0,"8,20",wallet
T11003282,2025-04-26 19:41:00,DR-1017,VH-013,Port,East,4.77,16.4,"13,48",wallet
T11003283,2025-01-29 14:12:00,DR-1032,VH-028,Suburbs,Suburbs,3.06,11.7,"10,20",CASH
T11003284,2025-03-02 10:34:00,DR-1052,VH-027,East,Airport,3.63,18.8,"12,84",card
T11003285,2025-02-07 05:48:00,DR-1043,VH-007,West,Airport,8.74,29.7,"21,77",card
T11003286,2025-02-14 00:32:00,DR-1018,VH-019,East,Suburbs,2.25,13.3,"9,71",wallet
T11003287,2025-03-04 18:34:00,DR-1058,VH-023,East,Port,11.06,32.3,"25,16",CASH
T11003288,2025-04-09 19:04:00,DR-1059,VH-016,Airport,Centre,5.94,29.7,"18,55",wallet
T11003289,2025-06-26 21:32:00,DR-1051,VH-021,Suburbs,Port,2.75,15.2,"10,82",Card
T11003290,2025-05-31 04:16:00,DR-1041,VH-016,East,West,14.13,40.9,"31,10",Card
T11003291,2025-02-11 12:36:00,DR-1064,VH-038,North,East,8.26,28.4,"20,85",card
T11003292,2025-05-03 03:23:00,DR-1044,VH-034,Suburbs,West,3.49,16.4,"12,01",card
T11003293,2025-06-03 11:50:00,DR-1031,VH-016,Centre,West,10.39,37.3,"25,79",wallet
T11003294,2025-02-11 17:06:00,DR-1036,VH-015,West,North,9.11,35.8,"23,90",card
T11003295,2025-06-25 08:27:00,DR-1060,VH-030,Port,East,3.27,19.2,"12,54",cash
T11003296,2025-01-01 23:39:00,DR-1053,VH-009,East,West,7.63,30.7,"20,77",cash
T11003297,2025-02-06 07:15:00,DR-1002,VH-020,Port,North,12.14,47.5,"30,66",wallet
T11003298,2025-02-14 12:34:00,DR-1062,VH-016,North,East,4.48,21.3,"14,52",wallet
T11003299,2025-06-10 03:00:00,DR-1034,VH-029,East,East,13.6,50.1,"33,07",Card
T11003300,2025-03-14 20:50:00,DR-1053,VH-013,Airport,Centre,6.36,24.5,"17,57",cash
T11003301,2025-03-09 09:51:00,DR-1021,VH-033,East,Port,10.37,32.1,"24,31",wallet
T11003302,2025-01-11 20:09:00,DR-1010,VH-024,West,East,7.77,37.9,"22,95",wallet
T11003303,2025-06-10 08:33:00,DR-1024,VH-021,Centre,East,8.42,34.1,"22,63",cash
T11003304,2025-05-26 02:37:00,DR-1044,VH-011,Airport,Airport,5.7,23.4,"16,51",Card
T11003305,2025-02-24 10:21:00,DR-1053,VH-010,Suburbs,,17.18,74.2,"43,93",Card
T11003306,2025-02-11 15:27:00,DR-1051,VH-001,Airport,West,1.36,6.6,"6,81",Card
T11003307,2025-03-03 01:29:00,DR-1016,VH-039,North,West,8.96,27.1,"21,29",wallet
T11003308,2025-04-22 08:32:00,DR-1002,VH-012,Centre,East,3.31,13.8,"11,07",wallet
T11003309,2025-04-23 12:09:00,DR-1002,VH-015,East,Centre,5.95,18.4,"15,39",Card
T11003310,2025-01-07 09:42:00,DR-1052,VH-014,North,North,4.59,18.7,"13,91",cash
T11003311,2025-06-09 16:17:00,DR-1034,VH-008,Suburbs,North,7.64,33.7,"21,62",wallet
T11003312,2025-06-09 11:59:00,DR-1023,VH-003,Port,Airport,4.64,20.6,"14,50",Card
T11003313,2025-05-21 07:41:00,DR-1018,VH-001,Suburbs,West,16.87,74.0,"43,52",wallet
T11003314,2025-04-08 11:13:00,DR-1028,VH-041,Airport,,13.19,47.2,"31,78",wallet
T11003315,2025-01-14 19:52:00,DR-1008,VH-030,West,West,5.74,28.0,"17,84",wallet
T11003316,2025-02-09 22:16:00,DR-1045,VH-042,Port,North,4.26,18.0,"13,34",CASH
T11003317,2025-05-24 03:45:00,DR-1003,VH-022,East,Airport,22.68,85.7,"53,48",Card
T11003318,2025-02-14 21:29:00,DR-1064,VH-037,North,Suburbs,2.91,14.3,"10,75",CASH
T11003319,2025-06-08 09:28:00,DR-1023,VH-025,Airport,Suburbs,0.0,11.5,"10,24",wallet
T11003320,2025-04-11 09:32:00,DR-1031,VH-034,North,West,8.16,35.7,"22,78",card
T11003321,2025-03-24 02:08:00,DR-1059,VH-014,East,West,3.65,13.9,"11,49",cash
T11003322,2025-02-24 04:55:00,DR-1001,VH-036,Port,Suburbs,7.46,22.8,"18,36",Card
T11003323,2025-05-05 19:44:00,DR-1019,VH-016,East,East,1.46,6.1,"6,79",card
T11003324,2025-01-16 16:22:00,DR-1019,VH-016,East,East,13.18,47.3,"31,80",card
T11003325,2025-04-15 04:09:00,DR-1007,VH-017,Centre,West,3.85,19.8,"13,37",card
T11003326,2025-01-13 09:27:00,DR-1010,VH-002,North,Port,3.36,14.3,"11,27",Card
T11003327,2025-06-22 12:57:00,DR-1021,VH-037,Centre,West,5.24,22.9,"15,84",cash
T11003328,2025-02-15 07:16:00,DR-1023,VH-037,East,Suburbs,3.07,17.1,"11,72",wallet
T11003329,2025-03-09 01:11:00,DR-1039,VH-018,Suburbs,West,0.0,7.0,"6,92",CASH
T11003330,2025-01-23 08:25:00,DR-1054,VH-021,Suburbs,West,1.24,9.8,"7,57",wallet
T11003331,2025-03-23 22:16:00,DR-1044,VH-032,Airport,North,5.36,19.9,"15,14",wallet
T11003332,2025-02-09 21:21:00,DR-1028,VH-037,West,Suburbs,2.05,8.1,"8,03",cash
T11003333,2025-01-14 14:26:00,DR-1044,VH-038,Port,Centre,1.09,9.1,"7,20",Card
T11003334,2025-04-03 01:46:00,DR-1004,VH-008,East,West,4.47,17.2,"13,36",CASH
T11003335,2025-03-07 19:45:00,DR-1053,VH-002,North,Suburbs,7.84,23.3,"18,94",Card
T11003336,2025-02-03 02:52:00,DR-1042,VH-016,Port,West,4.74,18.2,"13,95",card
T11003337,2025-04-15 22:34:00,DR-1054,VH-027,North,Port,7.01,30.8,"20,09",wallet
T11003338,2025-01-13 13:16:00,DR-1008,VH-029,Centre,Suburbs,9.28,29.5,"22,33",CASH
T11003339,2025-04-01 22:37:00,DR-1044,VH-009,East,Port,1.84,10.2,"8,37",Card
T11003340,2025-06-10 06:17:00,DR-1054,VH-010,Suburbs,Suburbs,14.7,62.0,"37,66",CASH
T11003341,2025-02-17 00:46:00,DR-1066,VH-021,Centre,Airport,5.83,20.9,"15,96",card
T11003342,2025-05-08 04:54:00,DR-1010,VH-021,West,Centre,1.33,10.3,"7,81",CASH
T11003343,2025-05-30 17:53:00,DR-1014,VH-035,Suburbs,East,10.79,40.7,"27,20",CASH
T11003344,2025-01-21 13:35:00,DR-1041,VH-008,Airport,Centre,2.47,11.5,"9,46",CASH
T11003345,2025-02-20 00:26:00,DR-1002,VH-027,East,Airport,2.12,8.6,"8,25",CASH
T11003346,2025-06-06 12:28:00,DR-1029,VH-037,Port,Airport,11.17,38.5,"27,03",card
T11003347,2025-05-07 01:56:00,DR-1005,VH-019,Airport,East,4.84,26.0,"16,25",cash
T11003348,2025-04-27 10:39:00,DR-1025,VH-020,North,Airport,9.7,33.2,"23,85",cash
T11003349,2025-02-07 00:18:00,DR-1002,VH-017,Airport,North,5.64,19.8,"15,43",Card
T11003350,2025-02-18 22:59:00,DR-1003,VH-011,Centre,East,8.77,36.3,"23,65",Card
T11003351,2025-02-08 07:15:00,DR-1011,VH-002,East,Port,4.83,21.5,"14,97",Card
T11003352,2025-02-28 00:21:00,DR-1029,VH-015,North,East,3.7,18.4,"12,81",wallet
T11003353,2025-04-21 20:28:00,DR-1059,VH-032,East,Airport,2.68,14.7,"10,60",CASH
T11003354,2025-01-07 19:26:00,DR-1035,VH-027,Port,West,5.01,20.1,"14,79",cash
T11003355,2025-04-27 20:39:00,DR-1037,VH-032,North,West,13.37,37.6,"29,30",Card
T11003356,2025-01-28 16:31:00,DR-1066,VH-009,North,Centre,4.11,14.8,"12,27",Card
T11003357,2025-03-24 18:17:00,DR-1014,VH-012,North,North,2.74,11.3,"9,72",wallet
T11003358,2025-02-21 00:35:00,DR-1046,VH-021,West,Port,2.89,16.6,"11,37",wallet
T11003359,2025-03-13 20:00:00,DR-1048,VH-024,West,Centre,9.32,29.2,"22,29",card
T11003360,2025-01-24 05:05:00,DR-1007,VH-004,Port,East,13.03,54.6,"33,67",CASH
T11003361,2025-03-10 13:31:00,DR-1025,VH-035,East,Suburbs,11.75,39.0,"27,83",CASH
T11003362,2025-05-24 09:25:00,DR-1054,VH-008,North,Centre,1.89,10.2,"8,43",CASH
T11003363,2025-02-09 20:45:00,DR-1036,VH-029,Centre,East,15.8,68.5,"40,75",CASH
T11003364,2025-01-19 07:15:00,DR-1002,VH-001,Centre,West,2.56,11.4,"9,54",cash
T11003365,2025-03-06 03:13:00,DR-1037,VH-027,East,West,4.09,18.9,"13,40",card
T11003366,2025-03-30 01:19:00,DR-1024,VH-013,North,Suburbs,3.42,11.4,"10,52",card
T11003367,2025-05-17 21:27:00,DR-1027,VH-003,North,North,6.87,24.6,"18,19",cash
T11003368,2025-04-03 13:48:00,DR-1034,VH-034,East,Centre,5.88,28.3,"18,09",wallet
T11003369,2025-06-07 09:52:00,DR-1050,VH-011,Port,West,7.3,31.7,"20,67",card
T11003370,2025-06-20 13:03:00,DR-1041,VH-030,Centre,North,5.82,24.9,"17,07",cash
T11003371,2025-06-21 21:32:00,DR-1019,VH-040,North,Airport,0.92,6.5,"6,28",card
T11003372,2025-02-22 21:05:00,DR-1038,VH-028,West,Airport,5.67,23.5,"16,50",CASH
T11003373,2025-03-27 12:15:00,DR-1007,VH-003,Suburbs,Airport,1.96,11.3,"8,82",wallet
T11003374,2025-01-16 11:53:00,DR-1027,VH-024,West,Port,21.86,73.9,"49,23",card
T11003375,2025-01-30 06:22:00,DR-1067,VH-006,West,Suburbs,7.03,25.1,"18,51",cash
T11003376,2025-03-23 05:10:00,DR-1038,VH-019,North,Centre,4.55,20.8,"14,46",wallet
T11003377,2025-03-23 11:05:00,DR-1029,VH-001,Suburbs,Centre,2.37,10.9,"9,18",wallet
T11003378,2025-04-18 10:04:00,DR-1066,VH-009,Port,West,3.54,17.4,"12,34",card
T11003379,2025-04-14 07:59:00,DR-1034,VH-036,West,East,3.58,11.6,"10,76",cash
T11003380,2025-01-07 23:24:00,DR-1013,VH-006,East,Airport,3.85,15.0,"12,03",cash
T11003381,2025-04-30 08:27:00,DR-1011,VH-036,Centre,East,5.66,16.5,"14,53",wallet
T11003382,2025-06-13 17:58:00,DR-1023,VH-012,West,North,3.11,18.2,"12,07",card
T11003383,2025-06-16 11:41:00,DR-1011,VH-001,West,North,16.59,62.8,"40,06",cash
T11003384,2025-05-21 04:50:00,DR-1049,VH-026,Suburbs,Centre,6.3,22.6,"16,97",Card
T11003385,2025-04-21 17:29:00,DR-1041,VH-009,West,Airport,2.51,11.3,"9,45",wallet
T11003386,2025-02-02 21:26:00,DR-1009,VH-009,East,Port,6.93,24.4,"18,20",card
T11003387,2025-05-01 19:58:00,DR-1018,VH-003,East,Suburbs,2.65,17.1,"11,24",card
T11003388,2025-06-09 01:35:00,DR-1024,VH-033,Airport,North,2.09,11.3,"8,97",Card
T11003389,2025-05-07 22:13:00,DR-1042,VH-031,North,Port,12.21,37.9,"28,05",CASH
T11003390,2025-04-07 11:13:00,DR-1007,VH-032,North,East,7.37,34.0,"21,40",Card
T11003391,2025-06-02 22:59:00,DR-1033,VH-042,Airport,West,2.99,10.9,"9,89",wallet
T11003392,2025-04-18 05:05:00,DR-1030,VH-021,North,East,4.62,25.7,"15,91",wallet
T11003393,2025-06-05 14:07:00,DR-1036,VH-027,East,Suburbs,1.77,9.4,"8,07",cash
T11003394,2025-01-20 07:31:00,DR-1043,VH-021,Port,West,7.45,28.2,"19,86",wallet
T11003395,2025-02-09 02:58:00,DR-1032,VH-010,West,West,6.78,25.0,"18,20",card
T11003396,2025-04-01 02:32:00,DR-1023,VH-029,Suburbs,Centre,4.79,20.1,"14,54",Card
T11003397,2025-05-26 22:31:00,DR-1013,VH-028,Centre,Suburbs,1.81,10.0,"8,28",CASH
T11003398,2025-05-26 17:31:00,DR-1056,VH-013,West,North,1.31,10.4,"7,82",cash
T11003399,2025-01-16 13:27:00,DR-1063,VH-002,Port,West,4.95,25.5,"16,23",CASH
T11003400,2025-01-05 13:36:00,DR-1030,VH-030,Suburbs,North,11.54,50.1,"30,70",Card
T11003401,2025-02-22 00:39:00,DR-1066,VH-029,Suburbs,East,16.49,76.1,"43,67",wallet
T11003402,2025-01-15 01:27:00,DR-1002,VH-026,Airport,Airport,8.73,40.6,"24,81",wallet
T11003403,2025-01-15 04:39:00,DR-1005,VH-001,West,Centre,14.43,61.3,"37,16",card
T11003404,2025-01-16 06:05:00,DR-1032,VH-001,Centre,East,13.4,49.9,"32,78",card
T11003405,2025-06-05 11:33:00,DR-1008,VH-024,Port,Suburbs,6.42,23.1,"17,25",Card
T11003406,2025-04-23 21:53:00,DR-1055,VH-029,Airport,West,3.3,9.9,"9,97",wallet
T11003407,2025-06-03 14:42:00,DR-1017,VH-010,Port,North,2.03,14.1,"9,68",wallet
T11003408,2025-04-07 23:08:00,DR-1049,VH-019,East,North,12.99,37.2,"28,75",Card
T11003409,2025-02-14 03:33:00,DR-1029,VH-007,Airport,Port,5.78,29.7,"18,36",card
T11003410,2025-03-30 03:21:00,DR-1005,VH-035,East,West,5.26,19.7,"14,96",card
T11003411,2025-05-09 09:49:00,DR-1028,VH-034,North,West,9.64,34.2,"24,06",card
T11003412,2025-03-29 21:58:00,DR-1064,VH-002,North,Centre,2.94,10.5,"9,72",Card
T11003413,2025-04-06 18:55:00,DR-1032,VH-023,Centre,West,6.21,29.5,"18,80",card
T11003414,2025-02-02 09:00:00,DR-1033,VH-017,Airport,East,3.27,13.2,"10,86",Card
T11003415,2025-03-06 03:44:00,DR-1061,VH-014,West,North,1.81,10.1,"8,31",cash
T11003416,2025-01-23 22:24:00,DR-1045,VH-041,Airport,Port,6.01,21.5,"16,33",cash
T11003417,2025-01-15 03:30:00,DR-1004,VH-036,West,Port,1.89,8.3,"7,90",cash
T11003418,2025-02-16 10:13:00,DR-1050,VH-009,Airport,Port,3.94,21.5,"13,95",CASH
T11003419,2025-01-06 07:06:00,DR-1042,VH-005,Port,Centre,13.47,38.7,"29,73",wallet
T11003420,2025-05-19 19:42:00,DR-1024,VH-037,Suburbs,Airport,4.1,12.3,"11,56",card
T11003421,2025-06-21 15:34:00,DR-1058,VH-008,Suburbs,Centre,7.54,34.0,"21,59",Card
T11003422,2025-05-06 05:05:00,DR-1055,VH-003,Suburbs,Port,2.58,13.4,"10,12",CASH
T11003423,2025-06-27 08:25:00,DR-1006,VH-008,North,West,5.47,30.1,"18,12",cash
T11003424,2025-01-22 03:30:00,DR-1023,VH-027,Suburbs,Centre,1.81,12.4,"8,95",wallet
T11003425,2025-05-23 06:41:00,DR-1005,VH-018,Airport,East,12.93,38.1,"28,94",card
T11003426,2025-06-28 16:39:00,DR-1027,VH-034,North,East,15.28,57.3,"37,02",card
T11003427,2025-03-11 02:16:00,DR-1066,VH-008,Airport,Airport,10.79,35.0,"25,61",card
T11003428,2025-01-04 05:49:00,DR-1037,VH-028,Suburbs,East,5.39,20.3,"15,28",CASH
T11003429,2025-04-20 07:18:00,DR-1058,VH-017,West,West,10.91,48.5,"29,53",CASH
T11003430,2025-04-29 17:09:00,DR-1011,VH-003,Port,East,3.43,14.3,"11,35",wallet
T11003431,2025-06-15 19:50:00,DR-1036,VH-001,Airport,North,3.47,14.3,"11,39",cash
T11003432,2025-02-24 00:08:00,DR-1055,VH-028,Centre,Airport,2.75,10.2,"9,42",cash
T11003433,2025-04-28 11:03:00,DR-1039,VH-019,Centre,Airport,3.29,12.1,"10,57",cash
T11003434,2025-02-20 07:21:00,DR-1015,VH-025,Port,Airport,3.23,14.2,"11,09",CASH
T11003435,2025-02-24 20:33:00,DR-1002,VH-022,Suburbs,East,3.16,13.9,"10,93",cash
T11003436,2025-06-25 01:15:00,DR-1023,VH-009,North,Centre,14.13,61.1,"36,76",CASH
T11003437,2025-02-11 13:56:00,DR-1059,VH-022,Airport,Airport,9.07,27.3,"21,47",card
T11003438,2025-05-11 00:27:00,DR-1065,VH-018,East,West,2.8,12.8,"10,20",Card
T11003439,2025-03-04 06:29:00,DR-1007,VH-038,West,Port,3.2,11.8,"10,38",cash
T11003440,2025-04-12 02:56:00,DR-1048,VH-008,West,Centre,5.09,19.5,"14,71",cash
T11003441,2025-02-22 22:37:00,DR-1008,VH-023,Suburbs,Airport,4.48,13.4,"12,30",wallet
T11003442,2025-01-18 07:20:00,DR-1035,VH-006,East,Suburbs,2.13,11.6,"9,10",CASH
T11003443,2025-04-12 16:56:00,DR-1054,VH-033,Centre,North,4.15,23.4,"14,72",card
T11003444,2025-05-12 02:21:00,DR-1027,VH-027,West,West,2.31,14.1,"10,00",card
T11003445,2025-05-02 01:01:00,DR-1016,VH-011,Centre,Airport,3.55,10.7,"10,48",Card
T11003446,2025-03-28 09:21:00,DR-1008,VH-036,Port,Port,7.68,23.9,"18,92",wallet
