txn_date,vehicle_id,litres,price_per_litre,total_cost,station,card_ref
26/03/2025,VH-008,"17,49","1,559","€ 27,26",EKO,FC864228
29/12/2025,VH-008,"11,74","1,849","€ 21,71",EKO,FC462345
02/12/2025,VH-008,"8,08","1,764","€ 14,25",eko,FC583898
17/03/2026,VH-008,"22,09","1,575","€ 34,80",shell,FC658849
13/02/2025,VH-008,"8,54","1,540","€ 13,16",BP,FC181826
04/05/2026,VH-008,"11,42","1,876","€ 21,42",shell,FC849991
19/05/2026,VH-008,"13,67","1,562","€ 21,35",Avin,FC274354
16/07/2025,VH-008,"8,80","1,891","€ 16,65",shell,FC288414
26/10/2025,VH-008,"10,27","1,623","€ 16,67",Avin,FC597756
10/06/2025,VH-008,"13,20","1,717","€ 22,66",eko,FC864657
11/04/2025,VH-008,"10,78","1,634","€ 17,62",EKO,FC379415
17/06/2026,VH-008,"11,97","1,697","€ 20,32",Shell,FC773274
16/01/2026,VH-008,"10,24","1,913","€ 19,59",BP,FC819335
03/02/2026,VH-008,"14,79","1,739","€ 25,71",shell,FC594992
26/01/2025,VH-008,"12,91","1,561","€ 20,15",Shell,FC632638
26/11/2025,VH-008,"11,59","1,611","€ 18,66",EKO,FC412297
01/10/2025,VH-008,"13,31","1,872","€ 24,92",shell,FC162843
01/09/2025,VH-008,"12,02","1,728","€ 20,77",Avin,FC480645
10/10/2025,VH-008,"11,85","1,847","€ 21,89",EKO,FC151981
14/06/2026,VH-008,"7,68","1,544","€ 11,86",Avin,FC888901
14/08/2025,VH-008,"12,89","1,619","€ 20,87",Shell,FC641423
12/01/2026,VH-008,"11,03","1,599","€ 17,64",Avin,FC707443
18/05/2025,VH-008,"16,59","1,552","€ 25,74",Avin,FC580406
11/04/2025,VH-008,"19,51","1,599","€ 31,20",EKO,FC264288
30/01/2026,VH-008,"11,90","1,551","€ 18,45",Shell,FC832425
09/07/2025,VH-008,"8,57","1,823","€ 15,63",EKO,FC845373
28/10/2025,VH-008,"16,67","1,664","€ 27,73",Shell,FC186323
25/03/2026,VH-008,"7,07","1,873","€ 13,25",EKO,FC598319
04/10/2025,VH-008,"17,84","1,700","€ 30,32",eko,FC474858
28/06/2025,VH-008,"10,31","1,724","€ 17,78",Shell,FC953282
27/11/2025,VH-008,"11,43","1,912","€ 21,85",eko,FC516863
25/10/2025,VH-008,,"1,822","€ 16,23",Shell,FC461506
10/03/2025,VH-008,"11,91","1,863","€ 22,19",Shell,FC861290
19/04/2026,VH-008,"9,65","1,699","€ 16,39",BP,FC364983
10/04/2026,VH-008,"8,71","1,883","€ 16,39",BP,FC233517
28/03/2026,VH-008,"6,85","1,523","€ 10,43",Avin,FC227017
26/10/2025,VH-008,"15,28","1,678","€ 25,63",Avin,FC880248
07/07/2026,VH-008,"14,93","1,840","€ 27,47",BP,FC838325
06/06/2025,VH-008,"17,27","1,598","€ 27,60",BP,FC283921
04/03/2026,VH-008,"6,47","1,678","€ 10,86",BP,FC629110
13/10/2025,VH-008,"7,55","1,845","€ 13,94",EKO,FC836571
20/08/2025,VH-008,"8,52","1,930","€ 16,44",Avin,FC378061
02/01/2025,VH-008,"15,70","1,587","€ 24,91",EKO,FC643080
28/04/2026,VH-008,"17,28","1,594","€ 27,55",eko,FC619347
15/06/2025,VH-008,"17,82","1,670","€ 29,77",EKO,FC928472
20/09/2025,VH-008,"7,91","1,628","€ 12,87",shell,FC505468
27/09/2025,VH-008,"12,60","1,741","€ 21,94",shell,FC289251
11/01/2025,VH-008,"9,23","1,895","€ 17,49",Shell,FC973892
07/03/2025,VH-008,"5,46","1,735","€ 9,47",shell,FC535738
19/07/2025,VH-008,"6,44","1,863","€ 11,99",EKO,FC686338
24/07/2025,VH-008,"13,85","1,716","€ 23,77",Avin,FC569397
07/01/2025,VH-008,"6,58","1,847","€ 12,15",Avin,FC352406
07/08/2025,VH-008,"8,41","1,752","€ 14,74",Shell,FC915498
27/06/2025,VH-008,"18,32","1,736","€ 31,80",Shell,FC342696
25/10/2025,VH-008,"14,24","1,822","€ 25,94",shell,FC749778
17/03/2025,VH-008,"5,76","1,906","€ 10,98",eko,FC331751
09/11/2025,VH-008,"15,13","1,664","€ 25,18",EKO,FC910346
29/04/2025,VH-008,"12,86","1,861","€ 23,94",BP,FC603782
09/01/2025,VH-008,"12,45","1,667","€ 20,76",eko,FC629652
20/04/2026,VH-008,,"1,920","€ 12,75",Shell,FC602714
27/03/2025,VH-008,"12,40","1,669","€ 20,70",Shell,FC354541
17/02/2025,VH-008,"9,33","1,593","€ 14,86",shell,FC132790
14/01/2025,VH-008,"21,72","1,563","€ 33,95",BP,FC369836
21/08/2025,VH-008,"7,13","1,756","€ 12,53",eko,FC836166
05/03/2026,VH-008,"10,02","1,682","€ 16,86",BP,FC835842
03/02/2026,VH-008,"7,96","1,897","€ 15,09",eko,FC982119
17/01/2025,VH-008,"12,74","1,789","€ 22,78",EKO,FC526638
14/07/2025,VH-008,"11,03","1,773","€ 19,56",EKO,FC651476
15/06/2025,VH-008,"7,14","1,539","€ 10,98",Shell,FC372597
30/05/2026,VH-008,"13,33","1,532","€ 20,42",EKO,FC940095
18/08/2025,VH-008,"8,39","1,791","€ 15,02",Avin,FC648767
16/10/2025,VH-008,"12,17","1,769","€ 21,52",shell,FC435080
16/06/2026,VH-008,"9,09","1,789","€ 16,26",Shell,FC405308
18/03/2025,VH-008,"5,78","1,705","€ 9,86",shell,FC193352
25/01/2026,VH-008,"6,78","1,826","€ 12,37",shell,FC495781
14/10/2025,VH-008,"11,94","1,716","€ 20,49",Avin,FC486138
01/10/2025,VH-008,"17,50","1,538","€ 26,92",Avin,FC909026
16/01/2025,VH-008,"16,99","1,591","€ 27,02",eko,FC542974
08/08/2025,VH-008,"9,65","1,691","€ 16,32",EKO,FC531678
12/02/2026,VH-008,"8,13","1,849","€ 15,03",shell,FC246217
28/02/2025,VH-008,"8,30","1,803","€ 14,97",eko,FC235342
04/04/2025,VH-008,"13,78","1,561","€ 21,51",EKO,FC866341
13/03/2026,VH-008,"16,21","1,727","€ 28,00",Shell,FC345948
08/02/2026,VH-008,"11,28","1,848","€ 20,85",shell,FC901250
20/01/2026,VH-008,"11,17","1,812","€ 20,24",eko,FC344440
12/08/2025,VH-008,"10,47","1,610","€ 16,86",EKO,FC618443
03/05/2026,VH-008,"8,69","1,794","€ 15,58",shell,FC704856
27/05/2025,VH-008,"12,45","1,902","€ 23,69",EKO,FC950865
07/02/2025,VH-008,"12,31","1,884","€ 23,20",Avin,FC733416
14/10/2025,VH-008,"6,76","1,795","€ 12,13",Shell,FC610308
20/07/2025,VH-008,"6,34","1,707","€ 10,83",shell,FC672709
11/02/2026,VH-008,"13,22","1,673","€ 22,11",Avin,FC281284
19/05/2025,VH-008,"17,61","1,677","€ 29,53",EKO,FC617256
05/06/2025,VH-008,"2,90","1,916","€ 5,56",shell,FC605319
12/01/2026,VH-008,"14,60","1,876","€ 27,39",eko,FC769200
04/05/2025,VH-008,"12,95","1,520","€ 19,68",Shell,FC373097
06/06/2025,VH-008,"11,25","1,895","€ 21,31",eko,FC773260
18/06/2025,VH-008,"12,26","1,604","€ 19,66",BP,FC987821
01/02/2026,VH-008,"12,99","1,871","€ 24,30",shell,FC107536
22/09/2025,VH-008,"12,14","1,687","€ 20,47",eko,FC648127
23/04/2025,VH-008,"7,19","1,854","€ 13,33",Shell,FC544003
04/12/2025,VH-008,"8,20","1,909","€ 15,65",eko,FC613340
11/06/2026,VH-008,"14,62","1,792","€ 26,21",EKO,FC318443
06/10/2025,VH-008,"10,41","1,859","€ 19,35",BP,FC460649
27/01/2025,VH-008,"15,02","1,731","€ 26,00",Avin,FC251957
10/11/2025,VH-008,"9,83","1,774","€ 17,44",eko,FC938307
27/08/2025,VH-008,"11,94","1,898","€ 22,66",eko,FC380886
20/03/2025,VH-008,"11,69","1,929","€ 22,55",shell,FC600603
08/04/2025,VH-008,"11,88","1,655","€ 19,66",eko,FC273121
19/06/2025,VH-008,"10,60","1,545","€ 16,38",Avin,FC266002
07/05/2025,VH-008,"10,35","1,601","€ 16,56",eko,FC396947
09/05/2026,VH-008,"17,94","1,602","€ 28,74",EKO,FC113012
06/03/2025,VH-008,"12,00","1,644","€ 19,72",EKO,FC611661
01/05/2025,VH-008,"9,53","1,855","€ 17,67",Avin,FC332734
07/03/2025,VH-008,"7,83","1,781","€ 13,94",eko,FC332957
23/02/2026,VH-008,"6,55","1,701","€ 11,14",shell,FC115251
30/06/2025,VH-008,"8,66","1,567","€ 13,58",Avin,FC159052
14/02/2025,VH-008,"12,15","1,561","€ 18,96",Avin,FC536866
15/04/2025,VH-008,"16,07","1,713","€ 27,53",eko,FC899779
25/03/2026,VH-008,"9,13","1,830","€ 16,70",EKO,FC199878
13/03/2026,VH-008,"5,55","1,743","€ 9,68",eko,FC229968
11/02/2025,VH-008,"9,98","1,605","€ 16,01",Shell,FC465480
02/08/2025,VH-008,"21,04","1,555","€ 32,72",EKO,FC300336
01/08/2025,VH-008,"14,29","1,817","€ 25,97",EKO,FC170177
31/03/2026,VH-008,"13,12","1,919","€ 25,19",Shell,FC737512
23/02/2026,VH-008,,"1,922","€ 25,04",BP,FC516213
30/05/2025,VH-008,,"1,826","€ 17,84",EKO,FC810707
01/02/2026,VH-008,"12,36","1,822","€ 22,52",shell,FC571857
14/11/2025,VH-008,"18,03","1,695","€ 30,57",Shell,FC392517
09/05/2025,VH-008,"7,46","1,718","€ 12,82",eko,FC987920
21/05/2025,VH-008,"8,04","1,858","€ 14,93",shell,FC932886
11/08/2025,VH-008,"11,14","1,666","€ 18,56",Shell,FC997859
12/07/2025,VH-008,"8,70","1,877","€ 16,33",Avin,FC122469
29/01/2025,VH-008,"13,64","1,892","€ 25,81",Shell,FC194172
04/01/2026,VH-008,"9,95","1,857","€ 18,47",EKO,FC563070
30/09/2025,VH-008,"14,75","1,616","€ 23,84",BP,FC846461
15/07/2025,VH-008,"14,38","1,845","€ 26,53",eko,FC557333
26/02/2026,VH-008,"14,87","1,923","€ 28,60",shell,FC380915
03/11/2025,VH-008,"7,20","1,920","€ 13,82",BP,FC367707
29/04/2026,VH-008,"14,49","1,639","€ 23,75",EKO,FC225267
12/07/2026,VH-008,"12,38","1,720","€ 21,29",Shell,FC176130
12/04/2026,VH-008,"11,38","1,568","€ 17,84",EKO,FC561152
01/11/2025,VH-008,"9,39","1,531","€ 14,37",BP,FC210141
20/11/2025,VH-008,"14,47","1,695","€ 24,53",BP,FC559686
19/09/2025,VH-008,"10,49","1,884","€ 19,76",shell,FC416644
05/06/2025,VH-009,"10,52","1,833","€ 19,29",BP,FC844116
24/03/2026,VH-009,"9,86","1,681","€ 16,57",Avin,FC605498
03/03/2026,VH-009,"11,50","1,860","€ 21,40",EKO,FC291044
01/10/2025,VH-009,"8,25","1,733","€ 14,30",shell,FC272071
24/05/2026,VH-009,"10,58","1,595","€ 16,87",shell,FC657461
28/02/2025,VH-009,"7,91","1,861","€ 14,72",Avin,FC543455
24/04/2026,VH-009,"12,65","1,851","€ 23,41",Shell,FC721012
09/01/2025,VH-009,"7,78","1,903","€ 14,81",EKO,FC220305
24/06/2025,VH-009,"8,11","1,882","€ 15,25",eko,FC963146
12/03/2025,VH-009,"12,60","1,675","€ 21,11",Avin,FC979956
11/07/2025,VH-009,"12,94","1,578","€ 20,41",Avin,FC388331
12/12/2025,VH-009,"11,48","1,764","€ 20,25",Avin,FC423463
14/12/2025,VH-009,"14,05","1,545","€ 21,71",BP,FC440475
23/01/2026,VH-009,"10,65","1,666","€ 17,75",BP,FC146603
03/09/2025,VH-009,"6,89","1,810","€ 12,48",Shell,FC691671
07/07/2026,VH-009,"11,47","1,648","€ 18,90",Shell,FC600655
30/05/2025,VH-009,"12,82","1,594","€ 20,44",Shell,FC465485
15/10/2025,VH-009,"3,67","1,846","€ 6,78",BP,FC701599
09/02/2026,VH-009,,"1,871","€ 17,35",Avin,FC725805
28/09/2025,VH-009,"7,80","1,592","€ 12,41",Shell,FC718603
25/07/2025,VH-009,"16,28","1,562","€ 25,43",Avin,FC138334
27/02/2025,VH-009,"7,78","1,886","€ 14,68",Avin,FC376314
29/06/2025,VH-009,"9,66","1,877","€ 18,12",EKO,FC683538
19/11/2025,VH-009,"10,41","1,665","€ 17,33",shell,FC504268
05/04/2026,VH-009,"17,53","1,552","€ 27,21",EKO,FC306251
07/07/2026,VH-009,"12,59","1,868","€ 23,52",Shell,FC133928
01/07/2026,VH-009,"13,17","1,590","€ 20,94",eko,FC529020
26/11/2025,VH-009,"11,21","1,621","€ 18,18",Shell,FC678936
18/02/2026,VH-009,"14,53","1,774","€ 25,78",EKO,FC677205
01/01/2025,VH-009,"10,21","1,786","€ 18,23",eko,FC445662
25/01/2026,VH-009,"12,18","1,883","€ 22,93",eko,FC471646
04/08/2025,VH-009,"10,62","1,833","€ 19,47",shell,FC372605
08/02/2026,VH-009,"16,29","1,756","€ 28,61",eko,FC148247
12/05/2026,VH-009,"8,87","1,813","€ 16,08",EKO,FC381019
24/01/2026,VH-009,"10,99","1,603","€ 17,62",Avin,FC710018
21/03/2025,VH-009,"13,89","1,570","€ 21,80",BP,FC491378
23/03/2025,VH-009,"7,82","1,893","€ 14,80",Avin,FC892749
06/03/2025,VH-009,"12,65","1,587","€ 20,07",shell,FC148094
24/04/2026,VH-009,"12,93","1,587","€ 20,53",EKO,FC811373
02/11/2025,VH-009,"6,17","1,813","€ 11,19",Shell,FC989948
04/06/2025,VH-009,"9,42","1,859","€ 17,50",eko,FC164620
24/04/2026,VH-009,"14,62","1,780","€ 26,02",Avin,FC352753
06/06/2026,VH-009,"8,87","1,672","€ 14,82",eko,FC237015
25/01/2026,VH-009,"9,62","1,879","€ 18,08",BP,FC304140
01/09/2025,VH-009,"12,33","1,589","€ 19,59",eko,FC452361
23/03/2025,VH-009,"12,13","1,919","€ 23,28",eko,FC517425
03/06/2026,VH-009,"11,59","1,801","€ 20,88",shell,FC187512
01/05/2025,VH-009,"7,38","1,907","€ 14,08",BP,FC101689
18/11/2025,VH-009,"9,79","1,644","€ 16,09",eko,FC732835
26/03/2025,VH-009,"4,61","1,824","€ 8,41",EKO,FC693658
26/04/2026,VH-009,"13,09","1,902","€ 24,89",BP,FC367647
24/03/2026,VH-009,"9,56","1,689","€ 16,15",shell,FC751447
12/01/2025,VH-009,"10,24","1,766","€ 18,08",eko,FC969915
03/03/2026,VH-009,"10,65","1,680","€ 17,90",Avin,FC606956
30/01/2026,VH-009,"9,63","1,871","€ 18,02",BP,FC933042
06/04/2025,VH-009,"9,72","1,789","€ 17,39",EKO,FC114488
08/02/2026,VH-009,"11,74","1,642","€ 19,28",Shell,FC830603
16/06/2025,VH-009,"8,68","1,691","€ 14,68",Avin,FC669588
03/09/2025,VH-009,"13,20","1,916","€ 25,30",EKO,FC433975
27/09/2025,VH-009,"11,65","1,546","€ 18,01",eko,FC274137
30/05/2026,VH-009,"12,43","1,578","€ 19,62",Avin,FC810422
24/10/2025,VH-009,"15,64","1,542","€ 24,12",shell,FC585812
05/07/2025,VH-009,"15,75","1,595","€ 25,12",BP,FC491954
29/12/2025,VH-009,"1,84","1,633","€ 3,00",EKO,FC115871
23/07/2025,VH-009,"16,84","1,606","€ 27,05",EKO,FC725518
07/07/2026,VH-009,"12,14","1,650","€ 20,03",eko,FC765984
24/09/2025,VH-009,"12,19","1,708","€ 20,82",Shell,FC473006
31/03/2026,VH-009,"10,53","1,580","€ 16,64",Avin,FC402075
27/02/2025,VH-009,"13,33","1,863","€ 24,84",BP,FC625738
21/03/2026,VH-009,"9,55","1,934","€ 18,47",shell,FC595625
02/06/2025,VH-009,"5,28","1,848","€ 9,76",shell,FC115037
13/05/2026,VH-009,"10,54","1,725","€ 18,17",BP,FC978164
17/03/2026,VH-009,"7,14","1,890","€ 13,49",Shell,FC119759
01/10/2025,VH-009,"12,85","1,676","€ 21,53",eko,FC945457
02/05/2026,VH-009,"11,36","1,792","€ 20,36",BP,FC519039
26/11/2025,VH-009,"11,46","1,856","€ 21,26",shell,FC917892
21/12/2025,VH-009,"8,20","1,582","€ 12,97",EKO,FC360969
06/06/2026,VH-009,"7,03","1,764","€ 12,41",BP,FC663049
11/10/2025,VH-009,"6,24","1,695","€ 10,58",shell,FC876654
20/06/2025,VH-009,"7,68","1,793","€ 13,78",Avin,FC323221
17/05/2026,VH-009,"10,50","1,616","€ 16,96",Avin,FC829341
19/01/2026,VH-009,"12,02","1,662","€ 19,98",BP,FC292625
27/03/2026,VH-009,"10,70","1,644","€ 17,59",BP,FC989111
24/05/2025,VH-009,"10,12","1,933","€ 19,56",EKO,FC751597
15/05/2025,VH-009,"10,38","1,776","€ 18,44",BP,FC343546
12/09/2025,VH-009,"10,07","1,767","€ 17,79",eko,FC353947
09/06/2025,VH-009,"10,18","1,827","€ 18,60",Shell,FC204056
28/01/2026,VH-009,"11,75","1,802","€ 21,18",BP,FC713988
13/08/2025,VH-009,"10,97","1,862","€ 20,42",EKO,FC193732
07/02/2026,VH-009,"10,52","1,584","€ 16,67",Avin,FC367925
24/06/2026,VH-009,"10,86","1,529","€ 16,61",EKO,FC451816
10/06/2025,VH-009,"8,13","1,677","€ 13,63",Shell,FC946658
20/06/2025,VH-009,"7,95","1,907","€ 15,15",EKO,FC428298
02/11/2025,VH-009,"15,92","1,775","€ 28,26",eko,FC343241
17/02/2025,VH-009,"3,31","1,886","€ 6,24",BP,FC443560
17/03/2026,VH-009,"10,51","1,790","€ 18,81",Avin,FC742487
21/03/2026,VH-009,"10,40","1,923","€ 20,00",BP,FC645780
10/06/2025,VH-009,"7,69","1,725","€ 13,26",Shell,FC265225
02/07/2025,VH-009,"8,44","1,829","€ 15,44",EKO,FC838015
04/02/2026,VH-009,"9,04","1,863","€ 16,85",BP,FC389676
09/08/2025,VH-009,"13,15","1,832","€ 24,09",BP,FC169501
01/03/2026,VH-009,"11,05","1,740","€ 19,23",Avin,FC493799
10/05/2026,VH-009,"7,95","1,788","€ 14,21",shell,FC469589
27/09/2025,VH-009,"11,97","1,697","€ 20,32",Avin,FC692619
27/01/2025,VH-009,"11,26","1,602","€ 18,03",eko,FC272087
29/11/2025,VH-009,"7,93","1,670","€ 13,25",Avin,FC341496
19/12/2025,VH-009,"10,75","1,623","€ 17,44",BP,FC710017
23/09/2025,VH-009,"11,53","1,665","€ 19,19",EKO,FC693592
21/04/2026,VH-009,"12,05","1,932","€ 23,27",shell,FC561885
21/03/2026,VH-009,"17,74","1,634","€ 28,99",eko,FC320666
12/01/2025,VH-009,"8,64","1,691","€ 14,61",eko,FC693063
01/06/2026,VH-009,"8,12","1,907","€ 15,48",EKO,FC530562
06/02/2025,VH-009,"6,78","1,745","€ 11,83",Shell,FC271112
14/07/2026,VH-009,"2,92","1,729","€ 5,05",EKO,FC556609
18/09/2025,VH-009,"10,18","1,759","€ 17,91",eko,FC461909
16/03/2026,VH-009,"13,77","1,887","€ 25,99",eko,FC202735
24/04/2025,VH-009,"19,81","1,539","€ 30,48",BP,FC964919
14/05/2026,VH-009,"8,15","1,534","€ 12,51",Shell,FC506604
12/06/2026,VH-009,"11,78","1,612","€ 18,99",Avin,FC429786
29/04/2025,VH-009,"10,09","1,526","€ 15,40",shell,FC693454
02/10/2025,VH-009,"8,49","1,531","€ 13,00",Shell,FC147563
10/06/2026,VH-009,"9,71","1,605","€ 15,59",Shell,FC336453
13/06/2025,VH-009,"16,61","1,628","€ 27,04",Shell,FC240072
06/02/2025,VH-009,"13,17","1,838","€ 24,21",Shell,FC407982
24/07/2025,VH-009,"9,65","1,938","€ 18,69",BP,FC562899
10/06/2025,VH-009,"6,51","1,686","€ 10,98",eko,FC608465
02/12/2025,VH-009,"11,14","1,687","€ 18,80",BP,FC101929
16/11/2025,VH-009,"12,32","1,903","€ 23,45",shell,FC477783
28/10/2025,VH-009,"8,56","1,840","€ 15,76",Shell,FC764682
06/05/2026,VH-009,"8,03","1,555","€ 12,49",shell,FC652766
06/04/2025,VH-009,"9,40","1,857","€ 17,46",Shell,FC961559
21/02/2025,VH-009,,"1,724","€ 21,29",eko,FC164917
13/04/2025,VH-009,"12,46","1,777","€ 22,14",Avin,FC677845
03/09/2025,VH-009,"10,19","1,888","€ 19,24",BP,FC531964
01/07/2025,VH-009,"9,64","1,780","€ 17,16",EKO,FC483743
15/11/2025,VH-009,"6,91","1,690","€ 11,67",Shell,FC414473
11/02/2025,VH-009,"11,56","1,667","€ 19,26",shell,FC449147
16/02/2025,VH-009,"8,58","1,558","€ 13,37",shell,FC558684
23/12/2025,VH-009,"9,71","1,829","€ 17,76",EKO,FC723981
26/01/2026,VH-009,"7,40","1,867","€ 13,82",shell,FC304010
30/01/2025,VH-009,"11,09","1,672","€ 18,54",shell,FC867686
08/07/2026,VH-009,"3,98","1,846","€ 7,34",EKO,FC866339
18/09/2025,VH-009,"14,42","1,529","€ 22,04",Shell,FC593164
19/07/2025,VH-009,"8,94","1,724","€ 15,40",BP,FC299303
10/02/2026,VH-009,"11,20","1,913","€ 21,43",BP,FC178859
19/09/2025,VH-009,"14,38","1,875","€ 26,97",Avin,FC559846
25/02/2025,VH-009,"13,11","1,915","€ 25,11",eko,FC735893
09/07/2026,VH-009,"13,67","1,685","€ 23,03",EKO,FC815160
07/10/2025,VH-009,"8,85","1,890","€ 16,73",BP,FC993275
03/06/2025,VH-009,"7,50","1,880","€ 14,11",BP,FC739113
12/11/2025,VH-009,"15,23","1,704","€ 25,96",shell,FC446214
11/10/2025,VH-009,"18,24","1,578","€ 28,79",shell,FC881754
10/04/2025,VH-009,"7,28","1,825","€ 13,29",EKO,FC724971
10/09/2025,VH-009,"11,11","1,928","€ 21,42",shell,FC993988
16/02/2025,VH-010,"29,39","0,455","€ 13,37",Shell,FC939230
10/09/2025,VH-010,"26,72","0,462","€ 12,34",shell,FC659364
24/02/2026,VH-010,"20,45","0,455","€ 9,30",Shell,FC192388
15/04/2026,VH-010,"27,04","0,504","€ 13,63",Avin,FC728754
22/07/2025,VH-010,"27,84","0,426","€ 11,86",BP,FC567102
18/05/2026,VH-010,"27,59","0,380","€ 10,49",eko,FC757968
29/06/2026,VH-010,"48,49","0,325","€ 15,76",EKO,FC655775
02/12/2025,VH-010,"36,89","0,367","€ 13,54",EKO,FC184214
02/02/2026,VH-010,"33,94","0,457","€ 15,51",BP,FC386278
10/12/2025,VH-010,"18,26","0,516","€ 9,42",eko,FC989119
13/03/2025,VH-010,"40,90","0,297","€ 12,15",Shell,FC381325
10/12/2025,VH-010,"27,89","0,352","€ 9,82",EKO,FC200775
28/09/2025,VH-010,"18,89","0,488","€ 9,22",Shell,FC762247
31/01/2026,VH-010,"36,25","0,318","€ 11,53",Shell,FC228445
01/04/2025,VH-010,"34,80","0,305","€ 10,61",shell,FC932649
09/04/2026,VH-010,"51,21","0,376","€ 19,25",Shell,FC253628
20/03/2025,VH-010,"22,86","0,518","€ 11,84",EKO,FC678554
17/03/2026,VH-010,"27,15","0,311","€ 8,44",Shell,FC824857
04/02/2026,VH-010,"31,94","0,417","€ 13,32",BP,FC659246
10/03/2025,VH-010,"18,41","0,427","€ 7,86",eko,FC381258
11/02/2025,VH-010,"24,80","0,513","€ 12,72",Avin,FC929580
25/02/2025,VH-010,"30,54","0,435","€ 13,28",EKO,FC591299
24/07/2025,VH-010,"52,76","0,293","€ 15,46",Avin,FC656694
06/09/2025,VH-010,"20,25","0,471","€ 9,54",BP,FC666790
01/11/2025,VH-010,"18,11","0,392","€ 7,10",eko,FC317020
25/05/2025,VH-010,"22,14","0,442","€ 9,78",shell,FC259795
31/10/2025,VH-010,"26,25","0,496","€ 13,02",BP,FC895178
24/06/2025,VH-010,"28,83","0,487","€ 14,04",EKO,FC521861
10/03/2026,VH-010,"59,41","0,330","€ 19,61",BP,FC545949
11/10/2025,VH-010,"40,30","0,300","€ 12,09",EKO,FC877349
19/08/2025,VH-010,"22,14","0,444","€ 9,83",BP,FC500967
16/08/2025,VH-010,"23,81","0,322","€ 7,67",eko,FC614823
28/04/2025,VH-010,"27,98","0,466","€ 13,04",Shell,FC307372
24/03/2025,VH-010,"15,66","0,427","€ 6,69",eko,FC135091
19/02/2025,VH-010,"43,76","0,363","€ 15,88",BP,FC472912
28/01/2025,VH-010,"31,51","0,481","€ 15,16",BP,FC290816
22/07/2025,VH-010,"45,08","0,351","€ 15,82",Shell,FC919611
24/08/2025,VH-010,"31,64","0,383","€ 12,12",Shell,FC430797
07/02/2026,VH-010,"24,71","0,412","€ 10,18",eko,FC273493
22/01/2026,VH-010,"46,56","0,326","€ 15,18",EKO,FC131847
16/07/2025,VH-010,"23,10","0,497","€ 11,48",shell,FC127737
23/03/2026,VH-010,"22,77","0,359","€ 8,17",eko,FC251517
02/10/2025,VH-010,"17,86","0,423","€ 7,55",BP,FC317984
09/03/2026,VH-010,"26,68","0,468","€ 12,49",Shell,FC480983
27/10/2025,VH-010,"21,50","0,463","€ 9,95",eko,FC985710
06/04/2025,VH-010,"43,46","0,313","€ 13,60",shell,FC876404
30/06/2025,VH-010,"26,01","0,419","€ 10,90",eko,FC416497
24/01/2025,VH-010,"34,80","0,424","€ 14,76",shell,FC260524
11/06/2025,VH-010,"49,15","0,347","€ 17,05",shell,FC757276
07/02/2026,VH-010,"30,11","0,375","€ 11,29",Avin,FC980809
06/03/2026,VH-010,"27,13","0,467","€ 12,67",BP,FC944343
24/11/2025,VH-010,"26,98","0,475","€ 12,82",EKO,FC725472
24/03/2026,VH-010,"28,93","0,493","€ 14,26",shell,FC150883
03/10/2025,VH-010,"22,76","0,414","€ 9,42",EKO,FC646616
13/04/2026,VH-010,"28,40","0,396","€ 11,24",eko,FC926018
21/06/2025,VH-010,"51,56","0,298","€ 15,36",eko,FC348815
29/06/2026,VH-010,"22,87","0,397","€ 9,08",Avin,FC633135
09/10/2025,VH-010,"14,06","0,448","€ 6,30",Avin,FC829913
29/05/2026,VH-010,"32,12","0,365","€ 11,72",shell,FC856599
09/01/2025,VH-010,"51,50","0,325","€ 16,74",eko,FC137028
11/06/2025,VH-010,"19,40","0,421","€ 8,17",Shell,FC276693
27/02/2025,VH-010,"48,36","0,336","€ 16,25",shell,FC132618
02/05/2026,VH-010,"32,15","0,426","€ 13,70",BP,FC428522
30/09/2025,VH-010,"38,96","0,321","€ 12,51",eko,FC719716
25/06/2026,VH-010,"25,64","0,477","€ 12,23",Shell,FC952862
24/06/2025,VH-010,"25,54","0,350","€ 8,94",eko,FC762640
06/02/2026,VH-010,"30,79","0,481","€ 14,81",Avin,FC239399
25/01/2025,VH-010,"38,74","0,317","€ 12,28",Avin,FC623597
16/03/2025,VH-010,"49,55","0,349","€ 17,29",BP,FC732321
07/03/2026,VH-010,"43,05","0,320","€ 13,77",Shell,FC982444
11/03/2025,VH-010,"29,33","0,498","€ 14,61",EKO,FC497836
03/06/2026,VH-010,"36,86","0,368","€ 13,56",Avin,FC785383
28/01/2025,VH-010,"25,32","0,459","€ 11,62",Shell,FC675160
17/01/2026,VH-010,"25,82","0,444","€ 11,46",shell,FC551582
01/06/2025,VH-010,"49,43","0,358","€ 17,70",shell,FC594225
05/07/2025,VH-010,"22,79","0,465","€ 10,60",eko,FC584231
03/04/2025,VH-010,"47,33","0,294","€ 13,92",shell,FC139714
19/07/2025,VH-010,"29,75","0,336","€ 10,00",Avin,FC756497
07/03/2026,VH-010,"32,68","0,436","€ 14,25",Shell,FC181091
03/12/2025,VH-010,"40,43","0,447","€ 18,07",eko,FC113295
01/05/2026,VH-010,"31,14","0,485","€ 15,10",shell,FC684301
07/06/2025,VH-010,"39,32","0,364","€ 14,31",BP,FC928684
19/06/2025,VH-010,"46,51","0,286","€ 13,30",Shell,FC814273
28/08/2025,VH-010,"47,67","0,351","€ 16,73",Avin,FC523526
